display_name,Model,Company,Function,input_modalities,input_modalities_source,input_modalities_source_url,Total Para,Activate Para,On/Off Line,Reasoning,access_mode,lifecycle,is_open_weight,weights,price_status,price_kind,currency,context_tier,image_quality_tier,official_price,image_official_per_image_usd,image_official_provider,image_official_source_url,image_cheapest_per_image_usd,image_cheapest_derived_marker,image_cheapest_derived_note,image_cheapest_seller,image_cheapest_seller_url,image_cheapest_provider,image_cheapest_source_url,image_quote_count,fetched_at
Janus-Pro 1B,deepseek-ai/Janus-Pro-1B,DeepSeek,Image Generation,text | image,official_model_doc,https://huggingface.co/deepseek-ai/Janus-Pro-1B,1,1,Offline: Official Hugging Face / Open Weight,No,offline,stable,1,free,got,hosted,USD,,,weight open source,,,,0.0005,,,deepinfra,https://deepinfra.com/models,DeepInfra,https://api.deepinfra.com/models/list,1,2026-08-29
FIBO,briaai/FIBO,Bria,Image Generation,text,official_model_doc,https://huggingface.co/briaai/FIBO,8,8,Offline: Official Hugging Face / Open Weight,No,offline,stable,1,free,got,official,USD,,,got,0.03,Bria 官方按张价,https://bria.ai/pricing,0.03,,,bria,https://bria.ai,Bria 官方按张价,https://bria.ai/pricing,2,2026-08-29
Z-Image Turbo,Tongyi-MAI/Z-Image-Turbo,Alibaba / Qwen,Image Generation,text,official_model_doc,https://huggingface.co/Tongyi-MAI/Z-Image-Turbo,6,6,Offline: Official Hugging Face / Open Weight,No,offline,stable,1,free,got,hosted,USD,,,weight open source,,,,0.0119,,,nano-gpt,https://docs.nano-gpt.com/api-reference/endpoint/models,nano-gpt,https://nano-gpt.com/api/models,1,2026-08-29
GPT Image 1,gpt-image-1,OpenAI,Image Generation,text | image,official_model_doc,https://platform.openai.com/docs/models/gpt-image-1,,,Online: ChatGPT / API,No,online,stable,0,proprietary,got,hosted,USD,,low / 1024-x-1024,None,,,,0.011,≈,按张价由数据源换算得出：LiteLLM 把「low / 1024-x-1024」这一档的用量折算为 $0.011/张；厂商本身按 token（或步数）计费，并未公布该档位的按张牌价。原始键 low/1024-x-1024/gpt-image-1,openai,https://platform.openai.com/docs/models,LiteLLM,https://cdn.jsdelivr.net/gh/BerriAI/litellm@main/model_prices_and_context_window.json,1,2026-08-29
GPT Image 1,gpt-image-1,OpenAI,Image Generation,text | image,official_model_doc,https://platform.openai.com/docs/models/gpt-image-1,,,Online: ChatGPT / API,No,online,stable,0,proprietary,got,hosted,USD,,low / 1024-x-1536,None,,,,0.016,≈,按张价由数据源换算得出：LiteLLM 把「low / 1024-x-1536」这一档的用量折算为 $0.016/张；厂商本身按 token（或步数）计费，并未公布该档位的按张牌价。原始键 low/1024-x-1536/gpt-image-1,openai,https://platform.openai.com/docs/models,LiteLLM,https://cdn.jsdelivr.net/gh/BerriAI/litellm@main/model_prices_and_context_window.json,1,2026-08-29
GPT Image 1,gpt-image-1,OpenAI,Image Generation,text | image,official_model_doc,https://platform.openai.com/docs/models/gpt-image-1,,,Online: ChatGPT / API,No,online,stable,0,proprietary,got,hosted,USD,,low / 1536-x-1024,None,,,,0.016,≈,按张价由数据源换算得出：LiteLLM 把「low / 1536-x-1024」这一档的用量折算为 $0.016/张；厂商本身按 token（或步数）计费，并未公布该档位的按张牌价。原始键 low/1536-x-1024/gpt-image-1,openai,https://platform.openai.com/docs/models,LiteLLM,https://cdn.jsdelivr.net/gh/BerriAI/litellm@main/model_prices_and_context_window.json,1,2026-08-29
GPT Image 1,gpt-image-1,OpenAI,Image Generation,text | image,official_model_doc,https://platform.openai.com/docs/models/gpt-image-1,,,Online: ChatGPT / API,No,online,stable,0,proprietary,got,hosted,USD,,medium / 1024-x-1024,None,,,,0.042,≈,按张价由数据源换算得出：LiteLLM 把「medium / 1024-x-1024」这一档的用量折算为 $0.042/张；厂商本身按 token（或步数）计费，并未公布该档位的按张牌价。原始键 medium/1024-x-1024/gpt-image-1,openai,https://platform.openai.com/docs/models,LiteLLM,https://cdn.jsdelivr.net/gh/BerriAI/litellm@main/model_prices_and_context_window.json,1,2026-08-29
GPT Image 1,gpt-image-1,OpenAI,Image Generation,text | image,official_model_doc,https://platform.openai.com/docs/models/gpt-image-1,,,Online: ChatGPT / API,No,online,stable,0,proprietary,got,hosted,USD,,medium / 1024-x-1536,None,,,,0.063,≈,按张价由数据源换算得出：LiteLLM 把「medium / 1024-x-1536」这一档的用量折算为 $0.063/张；厂商本身按 token（或步数）计费，并未公布该档位的按张牌价。原始键 medium/1024-x-1536/gpt-image-1,openai,https://platform.openai.com/docs/models,LiteLLM,https://cdn.jsdelivr.net/gh/BerriAI/litellm@main/model_prices_and_context_window.json,1,2026-08-29
GPT Image 1,gpt-image-1,OpenAI,Image Generation,text | image,official_model_doc,https://platform.openai.com/docs/models/gpt-image-1,,,Online: ChatGPT / API,No,online,stable,0,proprietary,got,hosted,USD,,medium / 1536-x-1024,None,,,,0.063,≈,按张价由数据源换算得出：LiteLLM 把「medium / 1536-x-1024」这一档的用量折算为 $0.063/张；厂商本身按 token（或步数）计费，并未公布该档位的按张牌价。原始键 medium/1536-x-1024/gpt-image-1,openai,https://platform.openai.com/docs/models,LiteLLM,https://cdn.jsdelivr.net/gh/BerriAI/litellm@main/model_prices_and_context_window.json,1,2026-08-29
GPT Image 1,gpt-image-1,OpenAI,Image Generation,text | image,official_model_doc,https://platform.openai.com/docs/models/gpt-image-1,,,Online: ChatGPT / API,No,online,stable,0,proprietary,got,hosted,USD,,high / 1024-x-1024,None,,,,0.167,≈,按张价由数据源换算得出：LiteLLM 把「high / 1024-x-1024」这一档的用量折算为 $0.167/张；厂商本身按 token（或步数）计费，并未公布该档位的按张牌价。原始键 high/1024-x-1024/gpt-image-1,openai,https://platform.openai.com/docs/models,LiteLLM,https://cdn.jsdelivr.net/gh/BerriAI/litellm@main/model_prices_and_context_window.json,1,2026-08-29
GPT Image 1,gpt-image-1,OpenAI,Image Generation,text | image,official_model_doc,https://platform.openai.com/docs/models/gpt-image-1,,,Online: ChatGPT / API,No,online,stable,0,proprietary,got,hosted,USD,,high / 1024-x-1536,None,,,,0.25,≈,按张价由数据源换算得出：LiteLLM 把「high / 1024-x-1536」这一档的用量折算为 $0.25/张；厂商本身按 token（或步数）计费，并未公布该档位的按张牌价。原始键 high/1024-x-1536/gpt-image-1,openai,https://platform.openai.com/docs/models,LiteLLM,https://cdn.jsdelivr.net/gh/BerriAI/litellm@main/model_prices_and_context_window.json,1,2026-08-29
GPT Image 1,gpt-image-1,OpenAI,Image Generation,text | image,official_model_doc,https://platform.openai.com/docs/models/gpt-image-1,,,Online: ChatGPT / API,No,online,stable,0,proprietary,got,hosted,USD,,high / 1536-x-1024,None,,,,0.25,≈,按张价由数据源换算得出：LiteLLM 把「high / 1536-x-1024」这一档的用量折算为 $0.25/张；厂商本身按 token（或步数）计费，并未公布该档位的按张牌价。原始键 high/1536-x-1024/gpt-image-1,openai,https://platform.openai.com/docs/models,LiteLLM,https://cdn.jsdelivr.net/gh/BerriAI/litellm@main/model_prices_and_context_window.json,1,2026-08-29
GPT Image 1 Mini,gpt-image-1-mini,OpenAI,Image Generation,text | image,official_model_doc,https://platform.openai.com/docs/models/gpt-image-1-mini,,,Online: ChatGPT / API,No,online,stable,0,proprietary,got,hosted,USD,,low / 1024-x-1024,None,,,,0.005,≈,按张价由数据源换算得出：LiteLLM 把「low / 1024-x-1024」这一档的用量折算为 $0.005/张；厂商本身按 token（或步数）计费，并未公布该档位的按张牌价。原始键 low/1024-x-1024/gpt-image-1-mini,openai,https://platform.openai.com/docs/models,LiteLLM,https://cdn.jsdelivr.net/gh/BerriAI/litellm@main/model_prices_and_context_window.json,1,2026-08-29
GPT Image 1 Mini,gpt-image-1-mini,OpenAI,Image Generation,text | image,official_model_doc,https://platform.openai.com/docs/models/gpt-image-1-mini,,,Online: ChatGPT / API,No,online,stable,0,proprietary,got,hosted,USD,,low / 1024-x-1536,None,,,,0.006,≈,按张价由数据源换算得出：LiteLLM 把「low / 1024-x-1536」这一档的用量折算为 $0.006/张；厂商本身按 token（或步数）计费，并未公布该档位的按张牌价。原始键 low/1024-x-1536/gpt-image-1-mini,openai,https://platform.openai.com/docs/models,LiteLLM,https://cdn.jsdelivr.net/gh/BerriAI/litellm@main/model_prices_and_context_window.json,1,2026-08-29
GPT Image 1 Mini,gpt-image-1-mini,OpenAI,Image Generation,text | image,official_model_doc,https://platform.openai.com/docs/models/gpt-image-1-mini,,,Online: ChatGPT / API,No,online,stable,0,proprietary,got,hosted,USD,,low / 1536-x-1024,None,,,,0.006,≈,按张价由数据源换算得出：LiteLLM 把「low / 1536-x-1024」这一档的用量折算为 $0.006/张；厂商本身按 token（或步数）计费，并未公布该档位的按张牌价。原始键 low/1536-x-1024/gpt-image-1-mini,openai,https://platform.openai.com/docs/models,LiteLLM,https://cdn.jsdelivr.net/gh/BerriAI/litellm@main/model_prices_and_context_window.json,1,2026-08-29
GPT Image 1 Mini,gpt-image-1-mini,OpenAI,Image Generation,text | image,official_model_doc,https://platform.openai.com/docs/models/gpt-image-1-mini,,,Online: ChatGPT / API,No,online,stable,0,proprietary,got,hosted,USD,,medium / 1024-x-1024,None,,,,0.011,≈,按张价由数据源换算得出：LiteLLM 把「medium / 1024-x-1024」这一档的用量折算为 $0.011/张；厂商本身按 token（或步数）计费，并未公布该档位的按张牌价。原始键 medium/1024-x-1024/gpt-image-1-mini,openai,https://platform.openai.com/docs/models,LiteLLM,https://cdn.jsdelivr.net/gh/BerriAI/litellm@main/model_prices_and_context_window.json,1,2026-08-29
GPT Image 1 Mini,gpt-image-1-mini,OpenAI,Image Generation,text | image,official_model_doc,https://platform.openai.com/docs/models/gpt-image-1-mini,,,Online: ChatGPT / API,No,online,stable,0,proprietary,got,hosted,USD,,medium / 1024-x-1536,None,,,,0.015,≈,按张价由数据源换算得出：LiteLLM 把「medium / 1024-x-1536」这一档的用量折算为 $0.015/张；厂商本身按 token（或步数）计费，并未公布该档位的按张牌价。原始键 medium/1024-x-1536/gpt-image-1-mini,openai,https://platform.openai.com/docs/models,LiteLLM,https://cdn.jsdelivr.net/gh/BerriAI/litellm@main/model_prices_and_context_window.json,1,2026-08-29
GPT Image 1 Mini,gpt-image-1-mini,OpenAI,Image Generation,text | image,official_model_doc,https://platform.openai.com/docs/models/gpt-image-1-mini,,,Online: ChatGPT / API,No,online,stable,0,proprietary,got,hosted,USD,,medium / 1536-x-1024,None,,,,0.015,≈,按张价由数据源换算得出：LiteLLM 把「medium / 1536-x-1024」这一档的用量折算为 $0.015/张；厂商本身按 token（或步数）计费，并未公布该档位的按张牌价。原始键 medium/1536-x-1024/gpt-image-1-mini,openai,https://platform.openai.com/docs/models,LiteLLM,https://cdn.jsdelivr.net/gh/BerriAI/litellm@main/model_prices_and_context_window.json,1,2026-08-29
GPT Image 1.5,gpt-image-1.5,OpenAI,Image Generation,text | image,official_model_doc,https://platform.openai.com/docs/models,,,Online: ChatGPT / API,No,online,stable,0,proprietary,got,hosted,USD,,low / 1024-x-1024,None,,,,0.009,≈,按张价由数据源换算得出：LiteLLM 把「low / 1024-x-1024」这一档的用量折算为 $0.009/张；厂商本身按 token（或步数）计费，并未公布该档位的按张牌价。原始键 low/1024-x-1024/gpt-image-1.5,openai,https://platform.openai.com/docs/models,LiteLLM,https://cdn.jsdelivr.net/gh/BerriAI/litellm@main/model_prices_and_context_window.json,1,2026-08-29
GPT Image 1.5,gpt-image-1.5,OpenAI,Image Generation,text | image,official_model_doc,https://platform.openai.com/docs/models,,,Online: ChatGPT / API,No,online,stable,0,proprietary,got,hosted,USD,,low / 1024-x-1536,None,,,,0.013,≈,按张价由数据源换算得出：LiteLLM 把「low / 1024-x-1536」这一档的用量折算为 $0.013/张；厂商本身按 token（或步数）计费，并未公布该档位的按张牌价。原始键 low/1024-x-1536/gpt-image-1.5,openai,https://platform.openai.com/docs/models,LiteLLM,https://cdn.jsdelivr.net/gh/BerriAI/litellm@main/model_prices_and_context_window.json,1,2026-08-29
GPT Image 1.5,gpt-image-1.5,OpenAI,Image Generation,text | image,official_model_doc,https://platform.openai.com/docs/models,,,Online: ChatGPT / API,No,online,stable,0,proprietary,got,hosted,USD,,low / 1536-x-1024,None,,,,0.013,≈,按张价由数据源换算得出：LiteLLM 把「low / 1536-x-1024」这一档的用量折算为 $0.013/张；厂商本身按 token（或步数）计费，并未公布该档位的按张牌价。原始键 low/1536-x-1024/gpt-image-1.5,openai,https://platform.openai.com/docs/models,LiteLLM,https://cdn.jsdelivr.net/gh/BerriAI/litellm@main/model_prices_and_context_window.json,1,2026-08-29
GPT Image 1.5,gpt-image-1.5,OpenAI,Image Generation,text | image,official_model_doc,https://platform.openai.com/docs/models,,,Online: ChatGPT / API,No,online,stable,0,proprietary,got,hosted,USD,,medium / 1024-x-1024,None,,,,0.034,≈,按张价由数据源换算得出：LiteLLM 把「medium / 1024-x-1024」这一档的用量折算为 $0.034/张；厂商本身按 token（或步数）计费，并未公布该档位的按张牌价。原始键 medium/1024-x-1024/gpt-image-1.5,openai,https://platform.openai.com/docs/models,LiteLLM,https://cdn.jsdelivr.net/gh/BerriAI/litellm@main/model_prices_and_context_window.json,1,2026-08-29
GPT Image 1.5,gpt-image-1.5,OpenAI,Image Generation,text | image,official_model_doc,https://platform.openai.com/docs/models,,,Online: ChatGPT / API,No,online,stable,0,proprietary,got,hosted,USD,,medium / 1024-x-1536,None,,,,0.05,≈,按张价由数据源换算得出：LiteLLM 把「medium / 1024-x-1536」这一档的用量折算为 $0.05/张；厂商本身按 token（或步数）计费，并未公布该档位的按张牌价。原始键 medium/1024-x-1536/gpt-image-1.5,openai,https://platform.openai.com/docs/models,LiteLLM,https://cdn.jsdelivr.net/gh/BerriAI/litellm@main/model_prices_and_context_window.json,1,2026-08-29
GPT Image 1.5,gpt-image-1.5,OpenAI,Image Generation,text | image,official_model_doc,https://platform.openai.com/docs/models,,,Online: ChatGPT / API,No,online,stable,0,proprietary,got,hosted,USD,,medium / 1536-x-1024,None,,,,0.05,≈,按张价由数据源换算得出：LiteLLM 把「medium / 1536-x-1024」这一档的用量折算为 $0.05/张；厂商本身按 token（或步数）计费，并未公布该档位的按张牌价。原始键 medium/1536-x-1024/gpt-image-1.5,openai,https://platform.openai.com/docs/models,LiteLLM,https://cdn.jsdelivr.net/gh/BerriAI/litellm@main/model_prices_and_context_window.json,1,2026-08-29
GPT Image 1.5,gpt-image-1.5,OpenAI,Image Generation,text | image,official_model_doc,https://platform.openai.com/docs/models,,,Online: ChatGPT / API,No,online,stable,0,proprietary,got,hosted,USD,,high / 1024-x-1024,None,,,,0.133,≈,按张价由数据源换算得出：LiteLLM 把「high / 1024-x-1024」这一档的用量折算为 $0.133/张；厂商本身按 token（或步数）计费，并未公布该档位的按张牌价。原始键 high/1024-x-1024/gpt-image-1.5,openai,https://platform.openai.com/docs/models,LiteLLM,https://cdn.jsdelivr.net/gh/BerriAI/litellm@main/model_prices_and_context_window.json,1,2026-08-29
GPT Image 1.5,gpt-image-1.5,OpenAI,Image Generation,text | image,official_model_doc,https://platform.openai.com/docs/models,,,Online: ChatGPT / API,No,online,stable,0,proprietary,got,hosted,USD,,high / 1024-x-1536,None,,,,0.2,≈,按张价由数据源换算得出：LiteLLM 把「high / 1024-x-1536」这一档的用量折算为 $0.2/张；厂商本身按 token（或步数）计费，并未公布该档位的按张牌价。原始键 high/1024-x-1536/gpt-image-1.5,openai,https://platform.openai.com/docs/models,LiteLLM,https://cdn.jsdelivr.net/gh/BerriAI/litellm@main/model_prices_and_context_window.json,1,2026-08-29
GPT Image 1.5,gpt-image-1.5,OpenAI,Image Generation,text | image,official_model_doc,https://platform.openai.com/docs/models,,,Online: ChatGPT / API,No,online,stable,0,proprietary,got,hosted,USD,,high / 1536-x-1024,None,,,,0.2,≈,按张价由数据源换算得出：LiteLLM 把「high / 1536-x-1024」这一档的用量折算为 $0.2/张；厂商本身按 token（或步数）计费，并未公布该档位的按张牌价。原始键 high/1536-x-1024/gpt-image-1.5,openai,https://platform.openai.com/docs/models,LiteLLM,https://cdn.jsdelivr.net/gh/BerriAI/litellm@main/model_prices_and_context_window.json,1,2026-08-29
DALL·E 3,dall-e-3,OpenAI,Image Generation,text,official_model_doc,https://platform.openai.com/docs/models/dall-e-3,,,Online: ChatGPT / API (Legacy),No,online,legacy,0,proprietary,got,hosted,USD,,,None,,,,0.04,,,openai,https://platform.openai.com/docs/models,LiteLLM,https://cdn.jsdelivr.net/gh/BerriAI/litellm@main/model_prices_and_context_window.json,3,2026-08-29
DALL·E 2,dall-e-2,OpenAI,Image Generation,text,official_model_doc,https://platform.openai.com/docs/models/dall-e-2,,,Online: ChatGPT / API (Legacy),No,online,legacy,0,proprietary,got,hosted,USD,,,None,,,,0.02,,,openai,https://platform.openai.com/docs/models,LiteLLM,https://cdn.jsdelivr.net/gh/BerriAI/litellm@main/model_prices_and_context_window.json,2,2026-08-29
MAI-Image 2.5,MAI-Image-2.5,Microsoft,Image Generation,text | image,official_model_doc,https://ai.azure.com/catalog,,,Online: Microsoft Foundry,No,online,stable,0,proprietary,got,hosted,USD,,,None,,,,0.05,,,azure_ai,https://ai.azure.com/explore/models,LiteLLM,https://cdn.jsdelivr.net/gh/BerriAI/litellm@main/model_prices_and_context_window.json,1,2026-08-29
MAI-Image 2.5 Flash,MAI-Image-2.5-Flash,Microsoft,Image Generation,text | image,official_model_doc,https://ai.azure.com/catalog,,,Online: Microsoft Foundry,No,online,stable,0,proprietary,got,hosted,USD,,,None,,,,0.0338,,,azure_ai,https://ai.azure.com/explore/models,LiteLLM,https://cdn.jsdelivr.net/gh/BerriAI/litellm@main/model_prices_and_context_window.json,1,2026-08-29
Imagen 3.0 Generate 002,imagen-3.0-generate-002,Google,Image Generation,text,official_model_doc,https://ai.google.dev/gemini-api/docs/imagen,,,Online: Gemini API (Legacy),No,online,legacy,0,proprietary,got,official,USD,,,got,0.04,LiteLLM,https://cdn.jsdelivr.net/gh/BerriAI/litellm@main/model_prices_and_context_window.json,0.04,,,gemini,https://ai.google.dev/gemini-api/docs/models,LiteLLM,https://cdn.jsdelivr.net/gh/BerriAI/litellm@main/model_prices_and_context_window.json,3,2026-08-29
Imagen 4.0 Fast Generate 001,imagen-4.0-fast-generate-001,Google,Image Generation,text,official_model_doc,https://ai.google.dev/gemini-api/docs/imagen,,,Online: Gemini API,No,online,stable,0,proprietary,got,official,USD,,,got,0.02,LiteLLM,https://cdn.jsdelivr.net/gh/BerriAI/litellm@main/model_prices_and_context_window.json,0.02,,,gemini,https://ai.google.dev/gemini-api/docs/models,LiteLLM,https://cdn.jsdelivr.net/gh/BerriAI/litellm@main/model_prices_and_context_window.json,2,2026-08-29
Imagen 4.0 Ultra Generate 001,imagen-4.0-ultra-generate-001,Google,Image Generation,text,official_model_doc,https://ai.google.dev/gemini-api/docs/imagen,,,Online: Gemini API,No,online,stable,0,proprietary,got,official,USD,,,got,0.06,LiteLLM,https://cdn.jsdelivr.net/gh/BerriAI/litellm@main/model_prices_and_context_window.json,0.06,,,gemini,https://ai.google.dev/gemini-api/docs/models,LiteLLM,https://cdn.jsdelivr.net/gh/BerriAI/litellm@main/model_prices_and_context_window.json,3,2026-08-29
Qwen-Image Max,Qwen/Qwen-Image-Max,Alibaba / Qwen,Image Generation,text,official_model_doc,https://help.aliyun.com/zh/model-studio/,,,Online: DashScope API,No,online,stable,0,proprietary,got,hosted,USD,,,None,,,,0.07,,,nano-gpt,https://docs.nano-gpt.com/api-reference/endpoint/models,nano-gpt,https://nano-gpt.com/api/models,2,2026-08-29
Qwen-Image Edit Max,Qwen/Qwen-Image-Edit-Max,Alibaba / Qwen,Image Generation,text | image,official_model_doc,https://help.aliyun.com/zh/model-studio/,,,Online: DashScope API,No,online,stable,0,proprietary,got,hosted,USD,,,None,,,,0.075,,,deepinfra,https://deepinfra.com/models,DeepInfra,https://api.deepinfra.com/models/list,1,2026-08-29
Wan2.6 T2I,Wan-AI/Wan2.6-T2I,Alibaba / Qwen,Image Generation,text,official_model_doc,https://help.aliyun.com/zh/model-studio/,,,Online: DashScope API,No,online,stable,0,proprietary,got,hosted,USD,,,None,,,,0.03,,,deepinfra,https://deepinfra.com/models,DeepInfra,https://api.deepinfra.com/models/list,1,2026-08-29
Wan2.6 Image Edit,Wan-AI/Wan2.6-Image-Edit,Alibaba / Qwen,Image Generation,text | image,official_model_doc,https://help.aliyun.com/zh/model-studio/,,,Online: DashScope API,No,online,stable,0,proprietary,got,hosted,USD,,,None,,,,0.03,,,deepinfra,https://deepinfra.com/models,DeepInfra,https://api.deepinfra.com/models/list,1,2026-08-29
Wan2.7 Image Edit,Wan-AI/Wan2.7-Image-Edit,Alibaba / Qwen,Image Generation,text | image,official_model_doc,https://help.aliyun.com/zh/model-studio/,,,Online: DashScope API,No,online,stable,0,proprietary,got,hosted,USD,,,None,,,,0.03,,,deepinfra,https://deepinfra.com/models,DeepInfra,https://api.deepinfra.com/models/list,1,2026-08-29
Seedream 4,ByteDance/Seedream-4,ByteDance / Doubao-Seed,Image Generation,text,official_model_doc,https://www.volcengine.com/docs/82379/1330310,,,Online: Volcano Ark API,No,online,stable,0,proprietary,got,hosted,USD,,,None,,,,0.04,,,deepinfra,https://deepinfra.com/models,DeepInfra,https://api.deepinfra.com/models/list,1,2026-08-29
Seedream 4.5,ByteDance/Seedream-4.5,ByteDance / Doubao-Seed,Image Generation,text | image,official_model_doc,https://www.volcengine.com/docs/82379/1330310,,,Online: Volcano Ark API,No,online,stable,0,proprietary,got,hosted,USD,,,None,,,,0.04,,,ofox,https://ofox.ai/docs/develop/models,ofox,https://api.ofox.ai/v2/models/catalog?include=provider_price&limit=1000,4,2026-08-29
Bria 3.2,Bria/Bria-3.2,Bria,Image Generation,text,official_model_doc,https://docs.bria.ai/,,,Online: API,No,online,stable,0,proprietary,got,hosted,USD,,,None,,,,0.04,,,deepinfra,https://deepinfra.com/models,DeepInfra,https://api.deepinfra.com/models/list,1,2026-08-29
FIBO Edit,Bria/fibo_edit,Bria,Image Generation,text | image,official_model_doc,https://docs.bria.ai/,,,Online: API,No,online,stable,0,proprietary,got,official,USD,,,got,0.03,Bria 官方按张价,https://bria.ai/pricing,0.03,,,bria,https://bria.ai,Bria 官方按张价,https://bria.ai/pricing,2,2026-08-29
P-Image,PrunaAI/p-image,Pruna AI,Image Generation,text,official_model_doc,https://docs.pruna.ai/,,,Online: API,No,online,stable,0,proprietary,got,official,USD,,,got,0.005,Pruna AI 官方按张价（人工核验）,https://www.pruna.ai/pricing,0.005,,,pruna-ai,https://www.pruna.ai/pricing,Pruna AI 官方按张价（人工核验）,https://www.pruna.ai/pricing,2,2026-08-28
P-Image Edit,PrunaAI/p-image-Edit,Pruna AI,Image Generation,text | image,official_model_doc,https://docs.pruna.ai/,,,Online: API,No,online,stable,0,proprietary,got,official,USD,,,got,0.01,Pruna AI 官方按张价（人工核验）,https://www.pruna.ai/pricing,0.01,,,pruna-ai,https://www.pruna.ai/pricing,Pruna AI 官方按张价（人工核验）,https://www.pruna.ai/pricing,2,2026-08-28
