title,venue,published_at,first_seen_at,source_updated_at,group,category,subcategories,paper_url,arxiv_id,doi,source_repos,metadata_sources
GeneralVLA-2: Geometry-Aware Reconstruction and Governed Memory for Robot Planning,arXiv,2026-06-16,2026-09-01,2026-08-07,Core Technology,Robotics & Embodied AI,VLA / VLN,https://arxiv.org/pdf/2606.17480,2606.17480,,jonyzhang2023/awesome-embodied-vla-va-vln,source README | Semantic Scholar
Kairos: A Regret-Aware Native World-Action Model Stack for Physical AI,arXiv,2026-06-15,2026-08-29,2026-08-31,Core Technology,Vision-Language,General VLM | Physical AI / Humanoids,https://arxiv.org/abs/2606.16533,2606.16533,,zli12321/Vision-Language-Models-Overview | junyuan-fang/awesome-physical-ai,source README | Semantic Scholar
DeepTCM1.0: A Multi-Expert AI Agent for Deciphering Mechanisms of Chinese Herbal Formulae Based on General Large Language Models,Venue not specified,2026-06-12,2026-08-29,2026-09-02,Cross-disciplinary Applications,Medicine & Healthcare,Traditional Chinese Medical LLM,https://doi.org/10.21203/rs.3.rs-9844166/v1,,10.21203/rs.3.rs-9844166/v1,tyang816/Awesome-TCM-LLM,source README | Crossref
Hy-Embodied-0.5-VLA: From Vision-Language-Action Models to a Real-World Robot Learning Stack,arXiv,2026-06-12,2026-08-29,2026-08-22,Core Technology,Vision-Language,General VLM | VLA / VLN,https://arxiv.org/abs/2606.14409,2606.14409,,zli12321/Vision-Language-Models-Overview | jonyzhang2023/awesome-embodied-vla-va-vln,source README | Semantic Scholar
"PP-OCRv6: From 1.5M to 34.5M Parameters, Surpassing Billion-Scale VLMs on OCR Tasks",arXiv,2026-06-11,2026-08-29,2026-09-02,Core Technology,Vision-Language,General VLM | OCR / Document VLM,https://arxiv.org/abs/2606.13108,2606.13108,,zli12321/Vision-Language-Models-Overview | Yuliang-Liu/AWESOME-OCR-LLM,source README | Semantic Scholar
Efficient Reinforcement for Visual-Textual Thinking with Discrete Diffusion Model,arXiv,2026-06-11,2026-08-29,2026-09-01,Core Technology,Language,Diffusion LLM | General VLM | Multimodal Reasoning,https://arxiv.org/abs/2606.14792,2606.14792,,AIDASLab/Awesome-Diffusion-LLM | zli12321/Vision-Language-Models-Overview | The-Martyr/Awesome-Multimodal-Reasoning,source README | Semantic Scholar
OpenMedReason: Scientific Reasoning Supervision for Medical Vision-Language Models,arXiv,2026-06-10,2026-08-29,2026-09-02,Cross-disciplinary Applications,Medicine & Healthcare,General Medical AI | Medical Imaging Agents,https://arxiv.org/pdf/2606.12169,2606.12169,,FreedomIntelligence/Awesome-AI4Med | Nanboy-Ronan/awesome-medical-imaging-agents,source README | Semantic Scholar
Learning What to Say to Your VLA: Mostly Harmless Vision Language Action Model Steering,arXiv,2026-06-10,2026-08-29,2026-08-22,Core Technology,Vision-Language,General VLM,https://arxiv.org/abs/2606.12299,2606.12299,,zli12321/Vision-Language-Models-Overview,source README | Semantic Scholar
WorldOlympiad: Can Your World Model Survive a Triathlon?,arXiv,2026-06-09,2026-08-29,2026-08-31,Core Technology,Vision-Language,General VLM | Physical AI / Humanoids,https://arxiv.org/abs/2606.11129,2606.11129,,zli12321/Vision-Language-Models-Overview | junyuan-fang/awesome-physical-ai,source README | Semantic Scholar
i1: A Simple and Fully Open Recipe for Strong Text-to-Image Models,arXiv,2026-06-09,2026-08-31,2026-08-27,Core Technology,Image Generation,General Diffusion,https://arxiv.org/pdf/2606.11289,2606.11289,,huan-yin/Awesome-Image-Generation-Model,source README | Semantic Scholar
Latent Spatial Memory for Video World Models,arXiv,2026-06-08,2026-08-31,2026-08-31,Core Technology,Vision-Language,General VLM | Video Generation | Physical AI / Humanoids,https://arxiv.org/abs/2606.09828,2606.09828,,zli12321/Vision-Language-Models-Overview | kongzhecn/awesome-video-generation | junyuan-fang/awesome-physical-ai,source README | Semantic Scholar
Echo-Memory: A Controlled Study of Memory in Action World Models,arXiv,2026-06-08,2026-08-29,2026-08-22,Core Technology,Vision-Language,General VLM | Video Generation,https://arxiv.org/abs/2606.09803,2606.09803,,zli12321/Vision-Language-Models-Overview | kongzhecn/awesome-video-generation,source README | Semantic Scholar
dots.tts Technical Report,arXiv,2026-06-05,2026-08-29,2026-08-31,Core Technology,Audio & Speech,Audio LLM / Speech / Music,https://arxiv.org/abs/2606.07080,2606.07080,,AudioLLMs/Awesome-Audio-LLM,structured source | Semantic Scholar
VoxCPM2 Technical Report,arXiv,2026-06-05,2026-08-29,2026-08-31,Core Technology,Audio & Speech,Audio LLM / Speech / Music,https://arxiv.org/abs/2606.06928,2606.06928,,AudioLLMs/Awesome-Audio-LLM,structured source | Semantic Scholar
WhiFlash: Accelerating Speculative Decoding with Token-Level Cross-Paradigm Routing,arXiv,2026-06-05,2026-08-29,2026-08-21,Core Technology,Language,Diffusion x Autoregression,https://arxiv.org/abs/2606.07710,2606.07710,,tuteng0915/awesome-diffusion-ar,source README | Semantic Scholar
TBD-VLA: Temporal Block Diffusion Vision Language Action Model,arXiv,2026-06-05,2026-08-29,2026-08-21,Core Technology,Language,Diffusion x Autoregression,https://arxiv.org/abs/2606.07895,2606.07895,,tuteng0915/awesome-diffusion-ar,source README | Semantic Scholar
LongSpace: Exploring Long-Horizon Spatial Memory from Perception to Recall in Video,arXiv,2026-06-04,2026-08-29,2026-08-22,Core Technology,Vision-Language,General VLM,https://arxiv.org/abs/2606.05677,2606.05677,,zli12321/Vision-Language-Models-Overview,source README | Semantic Scholar
Deterministic access to global viral sequence data enables robust agentic scientific discovery,arXiv,2026-06-04,2026-08-29,2026-08-03,Cross-disciplinary Applications,Science & Discovery,Scientific LLM Benchmarks,https://arxiv.org/abs/2606.06749,2606.06749,,subinium/Awesome-Scientific-LLM-Benchmarks,source README | Semantic Scholar
Methodological Quality and Clinical Translation of Deep Learning in Traditional Chinese Medicine Disease Diagnosis: A Systematic Review and Validation Gap Analysis,Venue not specified,2026-06-03,2026-08-29,2026-09-02,Cross-disciplinary Applications,Medicine & Healthcare,Traditional Chinese Medical LLM,https://doi.org/10.3390/info17060554,,10.3390/info17060554,tyang816/Awesome-TCM-LLM,source README | Crossref
D^2SD: Accelerating Speculative Decoding with Dual Diffusion Draft Models,arXiv,2026-06-03,2026-08-29,2026-08-21,Core Technology,Language,Diffusion x Autoregression,https://arxiv.org/abs/2606.04446,2606.04446,,tuteng0915/awesome-diffusion-ar,source README | Semantic Scholar
BreastGPT: A Multimodal Large Language Model for the Full Spectrum of Breast Cancer Clinical Routine,www,2026-06-03,2026-08-31,2026-08-04,Cross-disciplinary Applications,Medicine & Healthcare,General Medical AI,https://arxiv.org/abs/2606.04911,2606.04911,,FreedomIntelligence/Awesome-AI4Med,source README | Semantic Scholar
NVIDIA OmniDreams: Real-Time Generative World Model for Closed-Loop Autonomous Vehicle Simulation,arXiv,2026-06-02,2026-08-29,2026-08-22,Core Technology,Vision-Language,General VLM,https://arxiv.org/abs/2606.03159,2606.03159,,zli12321/Vision-Language-Models-Overview,source README | Semantic Scholar
AlphaOracle: Oracle bone script decipherment via human-workflow-inspired deep learning,arXiv,2026-06-01,2026-08-31,2026-09-02,Core Technology,Vision-Language,OCR / Document VLM,https://arxiv.org/abs/2607.17849,2607.17849,,Yuliang-Liu/AWESOME-OCR-LLM,source README | Semantic Scholar
Star OmniVideo-100K: A Dataset for Audio-Visual Reasoning through Structured Scripts and Evidence Chains,arXiv,2026-06,2026-08-29,2026-09-03,Core Technology,Vision-Language,MLLM Overview,https://arxiv.org/pdf/2606.14702,2606.14702,,BradyFU/Awesome-Multimodal-Large-Language-Models,source README | arXiv identifier
Qwen-RobotWorld Technical Report: Unifying Embodied World Modeling through Language-Conditioned Video Generation,arXiv,2026-06,2026-08-29,2026-09-03,Core Technology,Vision-Language,MLLM Overview | Video Generation | Physical AI / Humanoids,https://arxiv.org/pdf/2606.17030,2606.17030,,BradyFU/Awesome-Multimodal-Large-Language-Models | kongzhecn/awesome-video-generation | junyuan-fang/awesome-physical-ai,source README | arXiv identifier
Cosmos 3: Omnimodal World Models for Physical AI,arXiv,2026-06,2026-08-29,2026-09-03,Core Technology,Vision-Language,General VLM | MLLM Overview | Video Generation | OCR / Document VLM | General Diffusion,https://arxiv.org/abs/2606.02800,2606.02800,,zli12321/Vision-Language-Models-Overview | BradyFU/Awesome-Multimodal-Large-Language-Models | kongzhecn/awesome-video-generation | Yuliang-Liu/AWESOME-OCR-LLM | huan-yin/Awesome-Image-Generation-Model,source README | verified source page | arXiv identifier
XMedFusion: A Knowledge-Guided Multimodal Perception and Reasoning Framework for Autonomous Medical Systems,arXiv,2026-06,2026-08-29,2026-09-02,Cross-disciplinary Applications,Medicine & Healthcare,Medical Agents | Medical Imaging Agents,https://arxiv.org/abs/2606.14766,2606.14766,,AgenticHealthAI/Awesome-AI-Agents-for-Healthcare | Nanboy-Ronan/awesome-medical-imaging-agents,source README | arXiv identifier
Why Multi-Step Tool-Use Reinforcement Learning Collapses and How Supervisory Signals Fix It,arXiv,2026-06,2026-08-29,2026-09-02,Core Technology,Language,LLM Agents,https://arxiv.org/abs/2606.26027,2606.26027,,js-lee-AI/awesome-llm-agent-papers,source README | arXiv identifier
When Tools Fail: Benchmarking Dynamic Replanning and Anomaly Recovery in LLM Agents (ToolMaze),arXiv,2026-06,2026-08-29,2026-09-02,Core Technology,Language,LLM Agents,https://arxiv.org/abs/2606.05806,2606.05806,,js-lee-AI/awesome-llm-agent-papers,source README | arXiv identifier
VisCritic: Visual State Comparison as Process Reward for GUI Agents,arXiv,2026-06,2026-08-29,2026-09-02,Core Technology,Language,LLM Agents | General VLM,https://arxiv.org/abs/2606.24525,2606.24525,,js-lee-AI/awesome-llm-agent-papers | zli12321/Vision-Language-Models-Overview,source README | arXiv identifier
Urdu Katib Handwritten Dataset,arXiv,2026-06,2026-09-01,2026-09-02,Core Technology,Vision-Language,OCR / Document VLM,https://arxiv.org/abs/2606.19139,2606.19139,,Yuliang-Liu/AWESOME-OCR-LLM,source README | arXiv identifier
UniDDT: Unifying Multimodal Understanding and Generation with Decoupled Diffusion Transformer,arXiv,2026-06,2026-09-01,2026-09-02,Core Technology,Vision-Language,OCR / Document VLM,https://arxiv.org/abs/2606.16255,2606.16255,,Yuliang-Liu/AWESOME-OCR-LLM,source README | arXiv identifier
UniCAD: A Unified Benchmark and Universal Model for Multi-Modal Multi-Task CAD,arXiv,2026-06,2026-08-31,2026-09-02,Cross-disciplinary Applications,Engineering & Manufacturing,AI for CAD | Engineering Agents,https://arxiv.org/abs/2606.05058,2606.05058,,gudo7208/awesome-ai4cad | whut09/Awesome-AI-Engineering-Agents,source README | arXiv identifier
UniAR: Unified Multimodal Autoregressive Modeling with Shared Context-Visual Tokenizer is Key to Unification,ICML 2026,2026-06,2026-08-31,2026-09-02,Core Technology,Vision-Language,Multimodal Modeling | OCR / Document VLM,https://arxiv.org/abs/2606.18249,2606.18249,,OpenEnvision/Awesome-Multimodal-Modeling | Yuliang-Liu/AWESOME-OCR-LLM,source README | arXiv identifier
Training the Orchestrator: A Supervised Approach to End-to-End PDDL Planning with LLM Agents,arXiv,2026-06,2026-08-29,2026-09-02,Core Technology,Language,LLM Agents,https://arxiv.org/abs/2606.21740,2606.21740,,js-lee-AI/awesome-llm-agent-papers,source README | arXiv identifier
TraRA: Trajectory-level Recognition Aggregation for Video Text Spotting in Urban Surveillance,arXiv,2026-06,2026-09-01,2026-09-02,Core Technology,Vision-Language,OCR / Document VLM,https://arxiv.org/abs/2606.07161,2606.07161,,Yuliang-Liu/AWESOME-OCR-LLM,source README | arXiv identifier
TopoAgent: An Agentic Framework for Automated Topology Learning in Medical Imaging,arXiv,2026-06,2026-08-29,2026-09-02,Cross-disciplinary Applications,Medicine & Healthcare,Medical Agents | Medical Imaging Agents,https://arxiv.org/abs/2606.29763,2606.29763,,AgenticHealthAI/Awesome-AI-Agents-for-Healthcare | Nanboy-Ronan/awesome-medical-imaging-agents,source README | arXiv identifier
Tool-Aware Optimization with Entropy Guidance for Efficient Agentic Reinforcement Learning,arXiv,2026-06,2026-08-29,2026-09-02,Core Technology,Language,LLM Agents,https://arxiv.org/abs/2606.03762,2606.03762,,js-lee-AI/awesome-llm-agent-papers,source README | arXiv identifier
TokenPilot: Cache-Efficient Context Management for LLM Agents,arXiv,2026-06,2026-08-29,2026-09-02,Core Technology,Language,LLM Agents | Long Context,https://arxiv.org/abs/2606.17016,2606.17016,,js-lee-AI/awesome-llm-agent-papers | Xnhyacinth/Awesome-LLM-Long-Context-Modeling,source README | arXiv identifier
The Self-Correction Illusion: LLMs Correct Others but Not Themselves,arXiv,2026-06,2026-08-29,2026-09-02,Core Technology,Language,LLM Agents,https://arxiv.org/abs/2606.05976,2606.05976,,js-lee-AI/awesome-llm-agent-papers,source README | arXiv identifier
The Past Is Prologue: A Plug-in Controller for Selective Updates in Sequentially Evolving LLM Memory,arXiv,2026-06,2026-08-29,2026-09-02,Core Technology,Language,LLM Agents,https://arxiv.org/abs/2606.31121,2606.31121,,js-lee-AI/awesome-llm-agent-papers,source README | arXiv
The Interplay of Harness Design and Post-Training in LLM Agents,arXiv,2026-06,2026-08-29,2026-09-02,Core Technology,Language,LLM Agents,https://arxiv.org/abs/2606.25447,2606.25447,,js-lee-AI/awesome-llm-agent-papers,source README | arXiv identifier
Self-Evolving World Models for LLM Agent Planning,arXiv,2026-06,2026-08-29,2026-09-02,Core Technology,Language,LLM Agents,https://arxiv.org/abs/2606.30639,2606.30639,,js-lee-AI/awesome-llm-agent-papers,source README | arXiv identifier
Scaling Self-Evolving Agents via Parametric Memory,arXiv,2026-06,2026-08-29,2026-09-02,Core Technology,Language,LLM Agents,https://arxiv.org/abs/2606.04536,2606.04536,,js-lee-AI/awesome-llm-agent-papers,source README | arXiv identifier
SIRI: Self-Internalizing Reinforcement Learning with Intrinsic Skills for LLM Agent Training,arXiv,2026-06,2026-08-29,2026-09-02,Core Technology,Language,LLM Agents,https://arxiv.org/abs/2606.02355,2606.02355,,js-lee-AI/awesome-llm-agent-papers,source README | arXiv identifier
SENTINEL: Failure-Driven Reinforcement Learning for Training Tool-Using Language Model Agents,arXiv,2026-06,2026-08-29,2026-09-02,Core Technology,Language,LLM Agents,https://arxiv.org/abs/2606.12908,2606.12908,,js-lee-AI/awesome-llm-agent-papers,source README | arXiv identifier
SEAGym: An Evaluation Environment for Self-Evolving LLM Agents,arXiv,2026-06,2026-08-29,2026-09-02,Core Technology,Language,LLM Agents,https://arxiv.org/abs/2606.17546,2606.17546,,js-lee-AI/awesome-llm-agent-papers,source README | arXiv identifier
Revisiting Structural Dependency in Autoregressive Multi-Task Table Recognition via Order-Independent Cell-Level Representations,Cell,2026-06,2026-09-01,2026-09-02,Core Technology,Vision-Language,OCR / Document VLM,https://arxiv.org/abs/2606.17874,2606.17874,,Yuliang-Liu/AWESOME-OCR-LLM,source README | arXiv identifier
Retrospective Progress-Aware Self-Refinement for LLM Agent Training,arXiv,2026-06,2026-08-29,2026-09-02,Core Technology,Language,LLM Agents,https://arxiv.org/abs/2606.14302,2606.14302,,js-lee-AI/awesome-llm-agent-papers,source README | arXiv
Rethinking the Pointer Loss in Table Structure Recognition: Geometry-Aware Pointer Loss for Spatial Locality,arXiv,2026-06,2026-09-01,2026-09-02,Core Technology,Vision-Language,OCR / Document VLM,https://arxiv.org/abs/2606.18721,2606.18721,,Yuliang-Liu/AWESOME-OCR-LLM,source README | arXiv identifier
Qwen-Image-2.0-RL Technical Report,arXiv,2026-06,2026-09-01,2026-09-02,Core Technology,Vision-Language,OCR / Document VLM,https://arxiv.org/abs/2606.27608,2606.27608,,Yuliang-Liu/AWESOME-OCR-LLM,source README | arXiv identifier
PlanBench-XL: Evaluating Long-Horizon Planning of LLM Tool-Use Agents in Large-Scale Tool Ecosystems,arXiv,2026-06,2026-08-29,2026-09-02,Core Technology,Language,LLM Agents,https://arxiv.org/abs/2606.22388,2606.22388,,js-lee-AI/awesome-llm-agent-papers,source README | arXiv
PhoneBuddy: Training Open Models for Agentic Phone Use,arXiv,2026-06,2026-08-29,2026-09-02,Core Technology,Language,LLM Agents,https://arxiv.org/abs/2606.23049,2606.23049,,js-lee-AI/awesome-llm-agent-papers,source README | arXiv identifier
PerspectiveGap: A Benchmark for Multi-Agent Orchestration Prompting,arXiv,2026-06,2026-08-29,2026-09-02,Core Technology,Language,LLM Agents,https://arxiv.org/abs/2606.08878,2606.08878,,js-lee-AI/awesome-llm-agent-papers | VoltAgent/awesome-ai-agent-papers,source README | arXiv identifier
Performance Gap Analysis between Latin and Arabic Scripts HTR,arXiv,2026-06,2026-09-01,2026-09-02,Core Technology,Vision-Language,OCR / Document VLM,https://arxiv.org/abs/2606.18884,2606.18884,,Yuliang-Liu/AWESOME-OCR-LLM,source README | arXiv identifier
PerceptUI: LLM Agents as Human-Aligned Synthetic Users for UI/UX Evaluation,arXiv,2026-06,2026-08-29,2026-09-02,Core Technology,Language,LLM Agents,https://arxiv.org/abs/2606.05697,2606.05697,,VoltAgent/awesome-ai-agent-papers,source README | arXiv identifier
PathoSage: Towards Multi-Source Evidence Adjudication in Pathology via Experience-Aware Agentic Workflow,arXiv,2026-06,2026-08-29,2026-09-02,Cross-disciplinary Applications,Medicine & Healthcare,Medical Imaging Agents,https://arxiv.org/abs/2606.07549,2606.07549,,Nanboy-Ronan/awesome-medical-imaging-agents,source README | arXiv identifier
Page image classifier fine-tuned on century-spanning archives of scanned documents for further content-specific processing,arXiv,2026-06,2026-09-01,2026-09-02,Core Technology,Vision-Language,OCR / Document VLM,https://arxiv.org/abs/2606.07558,2606.07558,,Yuliang-Liu/AWESOME-OCR-LLM,source README | arXiv identifier
PaddleOCR-VL-1.6: Expanding the Frontier of Document Parsing with Under-Optimized Region Refinement and Progressive Post-Training,arXiv,2026-06,2026-09-01,2026-09-02,Core Technology,Vision-Language,OCR / Document VLM,https://arxiv.org/abs/2606.03264,2606.03264,,Yuliang-Liu/AWESOME-OCR-LLM,source README | arXiv identifier
POTATR: A Lightweight Image-to-Graph Model for Page-Level Table Extraction,arXiv,2026-06,2026-09-01,2026-09-02,Core Technology,Vision-Language,OCR / Document VLM,https://arxiv.org/abs/2606.09788,2606.09788,,Yuliang-Liu/AWESOME-OCR-LLM,source README | arXiv identifier
PCB-QA: Evaluating LLMs over the First Printed Circuit Board Design Question-Answer Dataset,arXiv,2026-06,2026-08-29,2026-09-02,Cross-disciplinary Applications,Engineering & Manufacturing,Engineering Agents,https://arxiv.org/abs/2606.23704,2606.23704,,whut09/Awesome-AI-Engineering-Agents,source README | arXiv identifier
PACT: Privileged Trace Co-Training for Multi-Turn Tool-Use Agents,arXiv,2026-06,2026-08-29,2026-09-02,Core Technology,Language,LLM Agents,https://arxiv.org/abs/2606.16215,2606.16215,,js-lee-AI/awesome-llm-agent-papers,source README | arXiv identifier
P-MTP: Efficient Document Parsing via Multi-Token Prediction with Progressive Depth Scaling,arXiv,2026-06,2026-09-01,2026-09-02,Core Technology,Vision-Language,OCR / Document VLM,https://arxiv.org/abs/2606.24447,2606.24447,,Yuliang-Liu/AWESOME-OCR-LLM,source README | arXiv identifier
Optical Music Recognition for Real-World Manuscripts with Synthetic Data,arXiv,2026-06,2026-09-01,2026-09-02,Core Technology,Vision-Language,OCR / Document VLM,https://arxiv.org/abs/2606.09479,2606.09479,,Yuliang-Liu/AWESOME-OCR-LLM,source README | arXiv identifier
On Effectiveness and Efficiency of Agentic Tool-calling and RL Training,arXiv,2026-06,2026-08-29,2026-09-02,Core Technology,Language,LLM Agents,https://arxiv.org/abs/2606.00135,2606.00135,,VoltAgent/awesome-ai-agent-papers,source README | arXiv identifier
Next-Generation Parallel Decoder for LPDR,arXiv,2026-06,2026-09-01,2026-09-02,Core Technology,Vision-Language,OCR / Document VLM,https://arxiv.org/abs/2606.05785,2606.05785,,Yuliang-Liu/AWESOME-OCR-LLM,source README | arXiv identifier
NIV: Neural Axis Variations for Variable Font Generation,arXiv,2026-06,2026-09-01,2026-09-02,Core Technology,Vision-Language,OCR / Document VLM,https://arxiv.org/abs/2606.05261,2606.05261,,Yuliang-Liu/AWESOME-OCR-LLM,source README | arXiv identifier
Multimodal Graph RAG for Long-range Visually Rich Document Understanding,arXiv,2026-06,2026-09-01,2026-09-02,Core Technology,Vision-Language,OCR / Document VLM,https://arxiv.org/abs/2606.28780,2606.28780,,Yuliang-Liu/AWESOME-OCR-LLM,source README | arXiv identifier
MetaResearcher: Scaling Deep Research via Self-Reflective Reinforcement Learning in Adversarial Virtual Environments,arXiv,2026-06,2026-08-29,2026-09-02,Core Technology,Language,LLM Agents,https://arxiv.org/abs/2606.19893,2606.19893,,js-lee-AI/awesome-llm-agent-papers,source README | arXiv identifier
"MedRLM: Recursive Multimodal Health Intelligence for Long-Context Clinical Reasoning, Sensor-Guided Screening, Evidence-Grounded Decision Support, and Community-to-Tertiary Referral Optimization",arXiv,2026-06,2026-08-29,2026-09-02,Cross-disciplinary Applications,Medicine & Healthcare,Medical Agents | Medical Imaging Agents,https://arxiv.org/abs/2606.20164,2606.20164,,AgenticHealthAI/Awesome-AI-Agents-for-Healthcare | Nanboy-Ronan/awesome-medical-imaging-agents,source README | arXiv identifier
MedCTA: A Benchmark for Clinical Tool Agents (2026),arXiv,2026-06,2026-08-29,2026-09-02,Cross-disciplinary Applications,Medicine & Healthcare,General Medical AI | Medical Agents | Medical Imaging Agents,https://arxiv.org/abs/2606.11702,2606.11702,,fabianofilho/awesome-medical-ai | AgenticHealthAI/Awesome-AI-Agents-for-Healthcare | Nanboy-Ronan/awesome-medical-imaging-agents,source README | arXiv identifier
"MedBench v5: A Dynamic, Process-Oriented, and Hallucination-Aware Benchmark for Clinical Multimodal Models",arXiv,2026-06,2026-08-29,2026-09-02,Cross-disciplinary Applications,Medicine & Healthcare,Medical Imaging Agents,https://arxiv.org/abs/2606.24155,2606.24155,,Nanboy-Ronan/awesome-medical-imaging-agents,source README | arXiv identifier
MAGIS: Evidence-Based Multi-Agent Reasoning for Interpretable Strabismus Clinical Decision-Making,arXiv,2026-06,2026-08-29,2026-09-02,Cross-disciplinary Applications,Medicine & Healthcare,Medical Imaging Agents,https://arxiv.org/abs/2606.09249,2606.09249,,Nanboy-Ronan/awesome-medical-imaging-agents,source README | arXiv identifier
Looking Is Not Picking: An Attention-Segment Account of Tool-Selection Failures in LLM Agents,arXiv,2026-06,2026-08-29,2026-09-02,Core Technology,Language,LLM Agents,https://arxiv.org/abs/2606.16364,2606.16364,,js-lee-AI/awesome-llm-agent-papers,source README | arXiv
Leveraging Morphology for Historical Script Metrological Analysis,arXiv,2026-06,2026-09-01,2026-09-02,Core Technology,Vision-Language,OCR / Document VLM,https://arxiv.org/abs/2606.09446,2606.09446,,Yuliang-Liu/AWESOME-OCR-LLM,source README | arXiv identifier
LLM agents security duality: a comprehensive survey of self-security and empowered cybersecurity,arXiv,2026-06,2026-08-29,2026-09-02,Core Technology,Language,LLM Agents,https://arxiv.org/abs/2606.28450,2606.28450,,js-lee-AI/awesome-llm-agent-papers,source README | arXiv identifier
IterCAD: An Iterative Multimodal Agent for Visually-Grounded CAD Generation and Editing,arXiv,2026-06,2026-08-31,2026-09-02,Cross-disciplinary Applications,Engineering & Manufacturing,AI for CAD | Engineering Agents,https://arxiv.org/abs/2606.13368,2606.13368,,gudo7208/awesome-ai4cad | whut09/Awesome-AI-Engineering-Agents,source README | arXiv identifier
Intelligent Character Recognition of Handwritten Forms with Deep Neural Networks,arXiv,2026-06,2026-09-01,2026-09-02,Core Technology,Vision-Language,OCR / Document VLM,https://arxiv.org/abs/2606.08858,2606.08858,,Yuliang-Liu/AWESOME-OCR-LLM,source README | arXiv identifier
ISE: An Execution-Grounded Recipe for Multi-Turn OS-Agent Trajectories,arXiv,2026-06,2026-08-29,2026-09-02,Core Technology,Language,LLM Agents,https://arxiv.org/abs/2606.11520,2606.11520,,js-lee-AI/awesome-llm-agent-papers,source README | arXiv identifier
HyperTool: Beyond Step-Wise Tool Calls for Tool-Augmented Agents,arXiv,2026-06,2026-08-29,2026-09-02,Core Technology,Language,LLM Agents,https://arxiv.org/abs/2606.13663,2606.13663,,js-lee-AI/awesome-llm-agent-papers,source README | arXiv identifier
Human and AI collaboration for pulmonary nodule segmentation,arXiv,2026-06,2026-08-29,2026-09-02,Cross-disciplinary Applications,Medicine & Healthcare,Medical Imaging Agents,https://arxiv.org/abs/2606.22486,2606.22486,,Nanboy-Ronan/awesome-medical-imaging-agents,source README | arXiv identifier
Helping Figures Tell their Story! Paper-Grounded Video Generation Explaining Complex Scientific Figures,arXiv,2026-06,2026-09-01,2026-09-02,Core Technology,Vision-Language,OCR / Document VLM,https://arxiv.org/abs/2606.12576,2606.12576,,Yuliang-Liu/AWESOME-OCR-LLM,source README | arXiv identifier
HealthAgentBench: A Unified Benchmark Suite of Realistic Agentic Healthcare Environments for Challenging Frontier AI Agents,arXiv,2026-06,2026-08-29,2026-09-02,Core Technology,Language,LLM Agents | Medical Agents | Medical Imaging Agents,https://arxiv.org/abs/2606.31179,2606.31179,,js-lee-AI/awesome-llm-agent-papers | AgenticHealthAI/Awesome-AI-Agents-for-Healthcare | Nanboy-Ronan/awesome-medical-imaging-agents,source README | arXiv identifier
"Harness-MU: A Safe, Governed, and Effective Harness for Multi-User LLM Agents",arXiv,2026-06,2026-08-29,2026-09-02,Core Technology,Language,LLM Agents,https://arxiv.org/abs/2606.21856,2606.21856,,js-lee-AI/awesome-llm-agent-papers,source README | arXiv identifier
Handwriting Extraction and Analysis of Signature Lists in Swiss Popular Initiatives,arXiv,2026-06,2026-09-01,2026-09-02,Core Technology,Vision-Language,OCR / Document VLM,https://arxiv.org/abs/2606.05018,2606.05018,,Yuliang-Liu/AWESOME-OCR-LLM,source README | arXiv identifier
"Hallucination in Medical Imaging AI: A Cross-Modality Analytical Framework for Taxonomy, Detection, and Mitigation under Regulatory Constraints",arXiv,2026-06,2026-08-29,2026-09-02,Cross-disciplinary Applications,Medicine & Healthcare,Medical Imaging Agents,https://arxiv.org/abs/2606.13211,2606.13211,,Nanboy-Ronan/awesome-medical-imaging-agents,source README | arXiv identifier
GuideCAD: A Lightweight Multimodal Framework for 3D CAD Model Generation via Prefix Embedding,arXiv,2026-06,2026-08-31,2026-09-02,Cross-disciplinary Applications,Engineering & Manufacturing,AI for CAD | Engineering Agents,https://arxiv.org/abs/2606.07024,2606.07024,,gudo7208/awesome-ai4cad | whut09/Awesome-AI-Engineering-Agents,source README | arXiv identifier
GUI vs. CLI: Execution Bottlenecks in Screen-Only and Skill-Mediated Computer-Use Agents,arXiv,2026-06,2026-08-29,2026-09-02,Core Technology,Language,LLM Agents,https://arxiv.org/abs/2606.24551,2606.24551,,js-lee-AI/awesome-llm-agent-papers,source README | arXiv identifier
From Question Answering to Task Completion: A Survey on Agent System and Harness Design,arXiv,2026-06,2026-08-29,2026-09-02,Core Technology,Language,LLM Agents,https://arxiv.org/abs/2606.20683,2606.20683,,js-lee-AI/awesome-llm-agent-papers,source README | arXiv identifier
Frequency Decoupled Framework for Screen Content Image Super-Resolution,arXiv,2026-06,2026-09-01,2026-09-02,Core Technology,Vision-Language,OCR / Document VLM,https://arxiv.org/abs/2606.09029,2606.09029,,Yuliang-Liu/AWESOME-OCR-LLM,source README | arXiv identifier
Experience Makes Skillful: Enabling Generalizable Medical Agent Reasoning via Self-Evolving Skill Memory,arXiv,2026-06,2026-08-29,2026-09-02,Cross-disciplinary Applications,Medicine & Healthcare,Medical Agents | Medical Imaging Agents,https://arxiv.org/abs/2606.09365,2606.09365,,AgenticHealthAI/Awesome-AI-Agents-for-Healthcare | Nanboy-Ronan/awesome-medical-imaging-agents,source README | arXiv identifier
