display_name,Model,Company,Function,Total Para,On/Off Line,Reasoning,access_mode,lifecycle,is_open_weight,weights,price_status,price_kind,currency,pricing_tier,billing_unit,official_price,video_unit_official_price_usd,video_unit_official_fx_marker,video_unit_official_fx_note,video_unit_official_fx_source_url,video_unit_official_provider,video_unit_official_source_url,video_unit_cheapest_price_usd,video_unit_cheapest_fx_marker,video_unit_cheapest_fx_note,video_unit_cheapest_fx_source_url,video_unit_cheapest_seller,video_unit_cheapest_seller_url,video_unit_cheapest_provider,video_unit_cheapest_source_url,video_unit_quote_count,fetched_at
Kling V2.6 I2v,klingai/kling-v2.6-i2v,Kuaishou / Kling,Video Generation,,Online: Kling API,No,online,stable,0,proprietary,got,hosted,USD,"audio=True, mode=pro",per_second,None,,,,,,,0.14,,,,vercel,https://vercel.com/ai-gateway/models,Vercel AI Gateway,https://ai-gateway.vercel.sh/v1/models,1,2026-08-30
Kling V2.6 I2v,klingai/kling-v2.6-i2v,Kuaishou / Kling,Video Generation,,Online: Kling API,No,online,stable,0,proprietary,got,hosted,USD,mode=std,per_second,None,,,,,,,0.042,,,,vercel,https://vercel.com/ai-gateway/models,Vercel AI Gateway,https://ai-gateway.vercel.sh/v1/models,1,2026-08-30
Kling V2.6 Motion Control,klingai/kling-v2.6-motion-control,Kuaishou / Kling,Video Generation,,Online: Kling API,No,online,stable,0,proprietary,got,hosted,USD,mode=pro,per_second,None,,,,,,,0.112,,,,vercel,https://vercel.com/ai-gateway/models,Vercel AI Gateway,https://ai-gateway.vercel.sh/v1/models,1,2026-08-30
Kling V2.6 Motion Control,klingai/kling-v2.6-motion-control,Kuaishou / Kling,Video Generation,,Online: Kling API,No,online,stable,0,proprietary,got,hosted,USD,mode=std,per_second,None,,,,,,,0.07,,,,vercel,https://vercel.com/ai-gateway/models,Vercel AI Gateway,https://ai-gateway.vercel.sh/v1/models,1,2026-08-30
Kling V3.0 T2v,klingai/kling-v3.0-t2v,Kuaishou / Kling,Video Generation,,Online: Kling API,No,online,stable,0,proprietary,got,hosted,USD,"audio=False, mode=pro",per_second,None,,,,,,,0.224,,,,vercel,https://vercel.com/ai-gateway/models,Vercel AI Gateway,https://ai-gateway.vercel.sh/v1/models,1,2026-08-30
Kling V3.0 T2v,klingai/kling-v3.0-t2v,Kuaishou / Kling,Video Generation,,Online: Kling API,No,online,stable,0,proprietary,got,hosted,USD,"audio=False, mode=std",per_second,None,,,,,,,0.168,,,,vercel,https://vercel.com/ai-gateway/models,Vercel AI Gateway,https://ai-gateway.vercel.sh/v1/models,1,2026-08-30
Kling V3.0 T2v,klingai/kling-v3.0-t2v,Kuaishou / Kling,Video Generation,,Online: Kling API,No,online,stable,0,proprietary,got,hosted,USD,"audio=True, mode=pro",per_second,None,,,,,,,0.336,,,,vercel,https://vercel.com/ai-gateway/models,Vercel AI Gateway,https://ai-gateway.vercel.sh/v1/models,1,2026-08-30
Kling V3.0 T2v,klingai/kling-v3.0-t2v,Kuaishou / Kling,Video Generation,,Online: Kling API,No,online,stable,0,proprietary,got,hosted,USD,"audio=True, mode=pro, voice_control=True",per_second,None,,,,,,,0.392,,,,vercel,https://vercel.com/ai-gateway/models,Vercel AI Gateway,https://ai-gateway.vercel.sh/v1/models,1,2026-08-30
Kling V3.0 T2v,klingai/kling-v3.0-t2v,Kuaishou / Kling,Video Generation,,Online: Kling API,No,online,stable,0,proprietary,got,hosted,USD,"audio=True, mode=std",per_second,None,,,,,,,0.252,,,,vercel,https://vercel.com/ai-gateway/models,Vercel AI Gateway,https://ai-gateway.vercel.sh/v1/models,1,2026-08-30
Kling V3.0 T2v,klingai/kling-v3.0-t2v,Kuaishou / Kling,Video Generation,,Online: Kling API,No,online,stable,0,proprietary,got,hosted,USD,"audio=True, mode=std, voice_control=True",per_second,None,,,,,,,0.308,,,,vercel,https://vercel.com/ai-gateway/models,Vercel AI Gateway,https://ai-gateway.vercel.sh/v1/models,1,2026-08-30
Kling V3.0 I2v,klingai/kling-v3.0-i2v,Kuaishou / Kling,Video Generation,,Online: Kling API,No,online,stable,0,proprietary,got,hosted,USD,"audio=False, mode=pro",per_second,None,,,,,,,0.224,,,,vercel,https://vercel.com/ai-gateway/models,Vercel AI Gateway,https://ai-gateway.vercel.sh/v1/models,1,2026-08-30
Kling V3.0 I2v,klingai/kling-v3.0-i2v,Kuaishou / Kling,Video Generation,,Online: Kling API,No,online,stable,0,proprietary,got,hosted,USD,"audio=False, mode=std",per_second,None,,,,,,,0.168,,,,vercel,https://vercel.com/ai-gateway/models,Vercel AI Gateway,https://ai-gateway.vercel.sh/v1/models,1,2026-08-30
Kling V3.0 I2v,klingai/kling-v3.0-i2v,Kuaishou / Kling,Video Generation,,Online: Kling API,No,online,stable,0,proprietary,got,hosted,USD,"audio=True, mode=pro",per_second,None,,,,,,,0.336,,,,vercel,https://vercel.com/ai-gateway/models,Vercel AI Gateway,https://ai-gateway.vercel.sh/v1/models,1,2026-08-30
Kling V3.0 I2v,klingai/kling-v3.0-i2v,Kuaishou / Kling,Video Generation,,Online: Kling API,No,online,stable,0,proprietary,got,hosted,USD,"audio=True, mode=pro, voice_control=True",per_second,None,,,,,,,0.392,,,,vercel,https://vercel.com/ai-gateway/models,Vercel AI Gateway,https://ai-gateway.vercel.sh/v1/models,1,2026-08-30
Kling V3.0 I2v,klingai/kling-v3.0-i2v,Kuaishou / Kling,Video Generation,,Online: Kling API,No,online,stable,0,proprietary,got,hosted,USD,"audio=True, mode=std",per_second,None,,,,,,,0.252,,,,vercel,https://vercel.com/ai-gateway/models,Vercel AI Gateway,https://ai-gateway.vercel.sh/v1/models,1,2026-08-30
Kling V3.0 I2v,klingai/kling-v3.0-i2v,Kuaishou / Kling,Video Generation,,Online: Kling API,No,online,stable,0,proprietary,got,hosted,USD,"audio=True, mode=std, voice_control=True",per_second,None,,,,,,,0.308,,,,vercel,https://vercel.com/ai-gateway/models,Vercel AI Gateway,https://ai-gateway.vercel.sh/v1/models,1,2026-08-30
Kling V3.0 Motion Control,klingai/kling-v3.0-motion-control,Kuaishou / Kling,Video Generation,,Online: Kling API,No,online,stable,0,proprietary,got,hosted,USD,mode=pro,per_second,None,,,,,,,0.168,,,,vercel,https://vercel.com/ai-gateway/models,Vercel AI Gateway,https://ai-gateway.vercel.sh/v1/models,1,2026-08-30
Kling V3.0 Motion Control,klingai/kling-v3.0-motion-control,Kuaishou / Kling,Video Generation,,Online: Kling API,No,online,stable,0,proprietary,got,hosted,USD,mode=std,per_second,None,,,,,,,0.126,,,,vercel,https://vercel.com/ai-gateway/models,Vercel AI Gateway,https://ai-gateway.vercel.sh/v1/models,1,2026-08-30
Wan V2.5 T2v Preview,alibaba/wan-v2.5-t2v-preview,Alibaba / Qwen,Video Generation,,Online: DashScope API (Preview),No,online,preview,0,proprietary,got,official,USD,"Singapore, 480p",per_second,got,0.0546003,⇄,CNY 0.366961 → USD 0.0546003; 1 CNY = 0.14879043 USD (ECB 2026-08-28),https://www.ecb.europa.eu/stats/eurofxref/eurofxref-daily.xml,Alibaba Model Studio Wan 官方价格（人工核验）,https://help.aliyun.com/en/model-studio/model-pricing,0.0546003,⇄,CNY 0.366961 → USD 0.0546003; 1 CNY = 0.14879043 USD (ECB 2026-08-28),https://www.ecb.europa.eu/stats/eurofxref/eurofxref-daily.xml,alibaba-model-studio,https://help.aliyun.com/en/model-studio/model-pricing,Alibaba Model Studio Wan 官方价格（人工核验）,https://help.aliyun.com/en/model-studio/model-pricing,1,2026-08-27
Wan V2.5 T2v Preview,alibaba/wan-v2.5-t2v-preview,Alibaba / Qwen,Video Generation,,Online: DashScope API (Preview),No,online,preview,0,proprietary,got,hosted,USD,resolution=1080p,per_second,None,,,,,,,0.15,,,,vercel,https://vercel.com/ai-gateway/models,Vercel AI Gateway,https://ai-gateway.vercel.sh/v1/models,1,2026-08-30
Wan V2.5 T2v Preview,alibaba/wan-v2.5-t2v-preview,Alibaba / Qwen,Video Generation,,Online: DashScope API (Preview),No,online,preview,0,proprietary,got,hosted,USD,resolution=480p,per_second,None,,,,,,,0.05,,,,vercel,https://vercel.com/ai-gateway/models,Vercel AI Gateway,https://ai-gateway.vercel.sh/v1/models,1,2026-08-30
Wan V2.5 T2v Preview,alibaba/wan-v2.5-t2v-preview,Alibaba / Qwen,Video Generation,,Online: DashScope API (Preview),No,online,preview,0,proprietary,got,hosted,USD,resolution=720p,per_second,None,,,,,,,0.1,,,,vercel,https://vercel.com/ai-gateway/models,Vercel AI Gateway,https://ai-gateway.vercel.sh/v1/models,1,2026-08-30
Wan V2.6 T2v,alibaba/wan-v2.6-t2v,Alibaba / Qwen,Video Generation,,Online: DashScope API,No,online,stable,0,proprietary,got,official,USD,"China/Global, 720p",per_second,got,0.0892743,⇄,CNY 0.6 → USD 0.0892743; 1 CNY = 0.14879043 USD (ECB 2026-08-28),https://www.ecb.europa.eu/stats/eurofxref/eurofxref-daily.xml,Alibaba Model Studio Wan 官方价格（人工核验）,https://help.aliyun.com/en/model-studio/model-pricing,0.0892743,⇄,CNY 0.6 → USD 0.0892743; 1 CNY = 0.14879043 USD (ECB 2026-08-28),https://www.ecb.europa.eu/stats/eurofxref/eurofxref-daily.xml,alibaba-model-studio,https://help.aliyun.com/en/model-studio/model-pricing,Alibaba Model Studio Wan 官方价格（人工核验）,https://help.aliyun.com/en/model-studio/model-pricing,1,2026-08-27
Wan V2.6 T2v,alibaba/wan-v2.6-t2v,Alibaba / Qwen,Video Generation,,Online: DashScope API,No,online,stable,0,proprietary,got,hosted,USD,resolution=1080p,per_second,None,,,,,,,0.15,,,,vercel,https://vercel.com/ai-gateway/models,Vercel AI Gateway,https://ai-gateway.vercel.sh/v1/models,1,2026-08-30
Wan V2.6 T2v,alibaba/wan-v2.6-t2v,Alibaba / Qwen,Video Generation,,Online: DashScope API,No,online,stable,0,proprietary,got,hosted,USD,resolution=720p,per_second,None,,,,,,,0.1,,,,vercel,https://vercel.com/ai-gateway/models,Vercel AI Gateway,https://ai-gateway.vercel.sh/v1/models,1,2026-08-30
Wan V2.6 I2v,alibaba/wan-v2.6-i2v,Alibaba / Qwen,Video Generation,,Online: DashScope API,No,online,stable,0,proprietary,got,official,USD,"China, 720p, audio video",per_second,got,0.0892743,⇄,CNY 0.6 → USD 0.0892743; 1 CNY = 0.14879043 USD (ECB 2026-08-28),https://www.ecb.europa.eu/stats/eurofxref/eurofxref-daily.xml,Alibaba Model Studio Wan 官方价格（人工核验）,https://help.aliyun.com/en/model-studio/model-pricing,0.0892743,⇄,CNY 0.6 → USD 0.0892743; 1 CNY = 0.14879043 USD (ECB 2026-08-28),https://www.ecb.europa.eu/stats/eurofxref/eurofxref-daily.xml,alibaba-model-studio,https://help.aliyun.com/en/model-studio/model-pricing,Alibaba Model Studio Wan 官方价格（人工核验）,https://help.aliyun.com/en/model-studio/model-pricing,1,2026-08-27
Wan V2.6 I2v,alibaba/wan-v2.6-i2v,Alibaba / Qwen,Video Generation,,Online: DashScope API,No,online,stable,0,proprietary,got,hosted,USD,resolution=1080p,per_second,None,,,,,,,0.15,,,,vercel,https://vercel.com/ai-gateway/models,Vercel AI Gateway,https://ai-gateway.vercel.sh/v1/models,1,2026-08-30
Wan V2.6 I2v,alibaba/wan-v2.6-i2v,Alibaba / Qwen,Video Generation,,Online: DashScope API,No,online,stable,0,proprietary,got,hosted,USD,resolution=720p,per_second,None,,,,,,,0.1,,,,vercel,https://vercel.com/ai-gateway/models,Vercel AI Gateway,https://ai-gateway.vercel.sh/v1/models,1,2026-08-30
Wan V2.6 I2v Flash,alibaba/wan-v2.6-i2v-flash,Alibaba / Qwen,Video Generation,,Online: DashScope API,No,online,stable,0,proprietary,got,official,USD,"China, 720p, silent video",per_second,got,0.0223186,⇄,CNY 0.15 → USD 0.0223186; 1 CNY = 0.14879043 USD (ECB 2026-08-28),https://www.ecb.europa.eu/stats/eurofxref/eurofxref-daily.xml,Alibaba Model Studio Wan 官方价格（人工核验）,https://help.aliyun.com/en/model-studio/model-pricing,0.0223186,⇄,CNY 0.15 → USD 0.0223186; 1 CNY = 0.14879043 USD (ECB 2026-08-28),https://www.ecb.europa.eu/stats/eurofxref/eurofxref-daily.xml,alibaba-model-studio,https://help.aliyun.com/en/model-studio/model-pricing,Alibaba Model Studio Wan 官方价格（人工核验）,https://help.aliyun.com/en/model-studio/model-pricing,1,2026-08-27
Wan V2.6 I2v Flash,alibaba/wan-v2.6-i2v-flash,Alibaba / Qwen,Video Generation,,Online: DashScope API,No,online,stable,0,proprietary,got,hosted,USD,resolution=1080p,per_second,None,,,,,,,0.075,,,,vercel,https://vercel.com/ai-gateway/models,Vercel AI Gateway,https://ai-gateway.vercel.sh/v1/models,1,2026-08-30
Wan V2.6 I2v Flash,alibaba/wan-v2.6-i2v-flash,Alibaba / Qwen,Video Generation,,Online: DashScope API,No,online,stable,0,proprietary,got,hosted,USD,resolution=720p,per_second,None,,,,,,,0.05,,,,vercel,https://vercel.com/ai-gateway/models,Vercel AI Gateway,https://ai-gateway.vercel.sh/v1/models,1,2026-08-30
Wan V2.6 R2v,alibaba/wan-v2.6-r2v,Alibaba / Qwen,Video Generation,,Online: DashScope API,No,online,stable,0,proprietary,got,hosted,USD,resolution=1080p,per_second,None,,,,,,,0.15,,,,vercel,https://vercel.com/ai-gateway/models,Vercel AI Gateway,https://ai-gateway.vercel.sh/v1/models,1,2026-08-30
Wan V2.6 R2v,alibaba/wan-v2.6-r2v,Alibaba / Qwen,Video Generation,,Online: DashScope API,No,online,stable,0,proprietary,got,hosted,USD,resolution=720p,per_second,None,,,,,,,0.1,,,,vercel,https://vercel.com/ai-gateway/models,Vercel AI Gateway,https://ai-gateway.vercel.sh/v1/models,1,2026-08-30
Wan V2.6 R2v Flash,alibaba/wan-v2.6-r2v-flash,Alibaba / Qwen,Video Generation,,Online: DashScope API,No,online,stable,0,proprietary,got,hosted,USD,resolution=1080p,per_second,None,,,,,,,0.075,,,,vercel,https://vercel.com/ai-gateway/models,Vercel AI Gateway,https://ai-gateway.vercel.sh/v1/models,1,2026-08-30
Wan V2.6 R2v Flash,alibaba/wan-v2.6-r2v-flash,Alibaba / Qwen,Video Generation,,Online: DashScope API,No,online,stable,0,proprietary,got,hosted,USD,resolution=720p,per_second,None,,,,,,,0.05,,,,vercel,https://vercel.com/ai-gateway/models,Vercel AI Gateway,https://ai-gateway.vercel.sh/v1/models,1,2026-08-30
Wan V2.7 T2v,alibaba/wan-v2.7-t2v,Alibaba / Qwen,Video Generation,,Online: DashScope API,No,online,stable,0,proprietary,got,official,USD,"Singapore, 720p",per_second,got,0.109201,⇄,CNY 0.733924 → USD 0.109201; 1 CNY = 0.14879043 USD (ECB 2026-08-28),https://www.ecb.europa.eu/stats/eurofxref/eurofxref-daily.xml,Alibaba Model Studio Wan 官方价格（人工核验）,https://help.aliyun.com/en/model-studio/model-pricing,0.109201,⇄,CNY 0.733924 → USD 0.109201; 1 CNY = 0.14879043 USD (ECB 2026-08-28),https://www.ecb.europa.eu/stats/eurofxref/eurofxref-daily.xml,alibaba-model-studio,https://help.aliyun.com/en/model-studio/model-pricing,Alibaba Model Studio Wan 官方价格（人工核验）,https://help.aliyun.com/en/model-studio/model-pricing,1,2026-08-27
Wan V2.7 T2v,alibaba/wan-v2.7-t2v,Alibaba / Qwen,Video Generation,,Online: DashScope API,No,online,stable,0,proprietary,got,hosted,USD,resolution=1080p,per_second,None,,,,,,,0.15,,,,vercel,https://vercel.com/ai-gateway/models,Vercel AI Gateway,https://ai-gateway.vercel.sh/v1/models,1,2026-08-30
Wan V2.7 T2v,alibaba/wan-v2.7-t2v,Alibaba / Qwen,Video Generation,,Online: DashScope API,No,online,stable,0,proprietary,got,hosted,USD,resolution=720p,per_second,None,,,,,,,0.1,,,,vercel,https://vercel.com/ai-gateway/models,Vercel AI Gateway,https://ai-gateway.vercel.sh/v1/models,1,2026-08-30
Wan V2.7 I2v,alibaba/wan-v2.7-i2v,Alibaba / Qwen,Video Generation,,Online: DashScope API,No,online,stable,0,proprietary,got,official,USD,"China, 720p, audio video",per_second,got,0.0892743,⇄,CNY 0.6 → USD 0.0892743; 1 CNY = 0.14879043 USD (ECB 2026-08-28),https://www.ecb.europa.eu/stats/eurofxref/eurofxref-daily.xml,Alibaba Model Studio Wan 官方价格（人工核验）,https://help.aliyun.com/en/model-studio/model-pricing,0.0892743,⇄,CNY 0.6 → USD 0.0892743; 1 CNY = 0.14879043 USD (ECB 2026-08-28),https://www.ecb.europa.eu/stats/eurofxref/eurofxref-daily.xml,alibaba-model-studio,https://help.aliyun.com/en/model-studio/model-pricing,Alibaba Model Studio Wan 官方价格（人工核验）,https://help.aliyun.com/en/model-studio/model-pricing,1,2026-08-27
Wan V2.7 R2v,alibaba/wan-v2.7-r2v,Alibaba / Qwen,Video Generation,,Online: DashScope API,No,online,stable,0,proprietary,got,hosted,USD,resolution=1080p,per_second,None,,,,,,,0.15,,,,vercel,https://vercel.com/ai-gateway/models,Vercel AI Gateway,https://ai-gateway.vercel.sh/v1/models,1,2026-08-30
Wan V2.7 R2v,alibaba/wan-v2.7-r2v,Alibaba / Qwen,Video Generation,,Online: DashScope API,No,online,stable,0,proprietary,got,hosted,USD,resolution=720p,per_second,None,,,,,,,0.1,,,,vercel,https://vercel.com/ai-gateway/models,Vercel AI Gateway,https://ai-gateway.vercel.sh/v1/models,1,2026-08-30
Wan V3.0 Video,alibaba/wan-v3.0-video,Alibaba / Qwen,Video Generation,,Online: DashScope API,No,online,stable,0,proprietary,got,hosted,USD,,per_second,None,,,,,,,0.2,,,,vercel,https://vercel.com/ai-gateway/models,Vercel AI Gateway,https://ai-gateway.vercel.sh/v1/models,1,2026-08-30
Wan V3.0 Video,alibaba/wan-v3.0-video,Alibaba / Qwen,Video Generation,,Online: DashScope API,No,online,stable,0,proprietary,got,hosted,USD,resolution=1080p,per_second,None,,,,,,,0.2,,,,vercel,https://vercel.com/ai-gateway/models,Vercel AI Gateway,https://ai-gateway.vercel.sh/v1/models,1,2026-08-30
Wan V3.0 Video,alibaba/wan-v3.0-video,Alibaba / Qwen,Video Generation,,Online: DashScope API,No,online,stable,0,proprietary,got,hosted,USD,resolution=480p,per_second,None,,,,,,,0.05,,,,vercel,https://vercel.com/ai-gateway/models,Vercel AI Gateway,https://ai-gateway.vercel.sh/v1/models,1,2026-08-30
Wan V3.0 Video,alibaba/wan-v3.0-video,Alibaba / Qwen,Video Generation,,Online: DashScope API,No,online,stable,0,proprietary,got,hosted,USD,resolution=720p,per_second,None,,,,,,,0.1,,,,vercel,https://vercel.com/ai-gateway/models,Vercel AI Gateway,https://ai-gateway.vercel.sh/v1/models,1,2026-08-30
Seedance V1.0 Pro,bytedance/seedance-v1.0-pro,ByteDance / Doubao-Seed,Video Generation,,Online: Vercel AI Gateway,No,online,stable,0,proprietary,got,hosted,USD,resolution=1080p,per_second,None,,,,,,,0.1224,,,,vercel,https://vercel.com/ai-gateway/models,Vercel AI Gateway,https://ai-gateway.vercel.sh/v1/models,1,2026-08-30
Seedance V1.0 Pro,bytedance/seedance-v1.0-pro,ByteDance / Doubao-Seed,Video Generation,,Online: Vercel AI Gateway,No,online,stable,0,proprietary,got,hosted,USD,resolution=480p,per_second,None,,,,,,,0.0243,,,,vercel,https://vercel.com/ai-gateway/models,Vercel AI Gateway,https://ai-gateway.vercel.sh/v1/models,1,2026-08-30
Seedance V1.0 Pro,bytedance/seedance-v1.0-pro,ByteDance / Doubao-Seed,Video Generation,,Online: Vercel AI Gateway,No,online,stable,0,proprietary,got,hosted,USD,resolution=720p,per_second,None,,,,,,,0.0515,,,,vercel,https://vercel.com/ai-gateway/models,Vercel AI Gateway,https://ai-gateway.vercel.sh/v1/models,1,2026-08-30
Seedance V1.0 Pro Fast,bytedance/seedance-v1.0-pro-fast,ByteDance / Doubao-Seed,Video Generation,,Online: Vercel AI Gateway,No,online,stable,0,proprietary,got,hosted,USD,resolution=1080p,per_second,None,,,,,,,0.049,,,,vercel,https://vercel.com/ai-gateway/models,Vercel AI Gateway,https://ai-gateway.vercel.sh/v1/models,1,2026-08-30
Seedance V1.0 Pro Fast,bytedance/seedance-v1.0-pro-fast,ByteDance / Doubao-Seed,Video Generation,,Online: Vercel AI Gateway,No,online,stable,0,proprietary,got,hosted,USD,resolution=480p,per_second,None,,,,,,,0.0097,,,,vercel,https://vercel.com/ai-gateway/models,Vercel AI Gateway,https://ai-gateway.vercel.sh/v1/models,1,2026-08-30
Seedance V1.0 Pro Fast,bytedance/seedance-v1.0-pro-fast,ByteDance / Doubao-Seed,Video Generation,,Online: Vercel AI Gateway,No,online,stable,0,proprietary,got,hosted,USD,resolution=720p,per_second,None,,,,,,,0.0206,,,,vercel,https://vercel.com/ai-gateway/models,Vercel AI Gateway,https://ai-gateway.vercel.sh/v1/models,1,2026-08-30
Seedance V1.5 Pro,bytedance/seedance-v1.5-pro,ByteDance / Doubao-Seed,Video Generation,,Online: Vercel AI Gateway,No,online,stable,0,proprietary,got,hosted,USD,"resolution=1080p, audio=False",per_second,None,,,,,,,0.0583,,,,vercel,https://vercel.com/ai-gateway/models,Vercel AI Gateway,https://ai-gateway.vercel.sh/v1/models,1,2026-08-30
Seedance V1.5 Pro,bytedance/seedance-v1.5-pro,ByteDance / Doubao-Seed,Video Generation,,Online: Vercel AI Gateway,No,online,stable,0,proprietary,got,hosted,USD,"resolution=1080p, audio=True",per_second,None,,,,,,,0.1166,,,,vercel,https://vercel.com/ai-gateway/models,Vercel AI Gateway,https://ai-gateway.vercel.sh/v1/models,1,2026-08-30
Seedance V1.5 Pro,bytedance/seedance-v1.5-pro,ByteDance / Doubao-Seed,Video Generation,,Online: Vercel AI Gateway,No,online,stable,0,proprietary,got,hosted,USD,"resolution=480p, audio=False",per_second,None,,,,,,,0.0121,,,,vercel,https://vercel.com/ai-gateway/models,Vercel AI Gateway,https://ai-gateway.vercel.sh/v1/models,1,2026-08-30
Seedance V1.5 Pro,bytedance/seedance-v1.5-pro,ByteDance / Doubao-Seed,Video Generation,,Online: Vercel AI Gateway,No,online,stable,0,proprietary,got,hosted,USD,"resolution=480p, audio=True",per_second,None,,,,,,,0.0241,,,,vercel,https://vercel.com/ai-gateway/models,Vercel AI Gateway,https://ai-gateway.vercel.sh/v1/models,1,2026-08-30
Seedance V1.5 Pro,bytedance/seedance-v1.5-pro,ByteDance / Doubao-Seed,Video Generation,,Online: Vercel AI Gateway,No,online,stable,0,proprietary,got,hosted,USD,"resolution=720p, audio=False",per_second,None,,,,,,,0.0259,,,,vercel,https://vercel.com/ai-gateway/models,Vercel AI Gateway,https://ai-gateway.vercel.sh/v1/models,1,2026-08-30
Seedance V1.5 Pro,bytedance/seedance-v1.5-pro,ByteDance / Doubao-Seed,Video Generation,,Online: Vercel AI Gateway,No,online,stable,0,proprietary,got,hosted,USD,"resolution=720p, audio=True",per_second,None,,,,,,,0.0518,,,,vercel,https://vercel.com/ai-gateway/models,Vercel AI Gateway,https://ai-gateway.vercel.sh/v1/models,1,2026-08-30
Seedance 2.0 Fast,bytedance/seedance-2.0-fast,ByteDance / Doubao-Seed,Video Generation,,Online: Runway API / Vercel AI Gateway,No,online,stable,0,proprietary,got,hosted,USD,,per_second,None,,,,,,,0.06,,,,ofox,https://ofox.ai/docs/develop/models,ofox,https://api.ofox.ai/v2/models/catalog?include=provider_price&limit=1000,1,2026-08-30
Seedance 2.0 Mini,bytedance/seedance-2.0-mini,ByteDance / Doubao-Seed,Video Generation,,Online: Runway API / Vercel AI Gateway,No,online,stable,0,proprietary,got,hosted,USD,,per_second,None,,,,,,,0.04,,,,ofox,https://ofox.ai/docs/develop/models,ofox,https://api.ofox.ai/v2/models/catalog?include=provider_price&limit=1000,1,2026-08-30
